City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
529,Esna,EG,96.94,clear sky,25.29,32.55,Orient Star Dahabyia Isna 05 Nights Each Sunday
530,Ntungamo,UG,78.82,broken clouds,-0.88,29.65,The Crested Crane Bwindi Hotel
532,Macenta,GN,74.08,moderate rain,8.54,-9.47,Hôtel Safrik
533,Kemin,KG,63.91,overcast clouds,42.78,75.69,Hotel Kok-Oirok
536,Tottori,JP,62.44,overcast clouds,35.5,134.23,Hotel Monarque Tottori
537,Katobu,ID,74.95,scattered clouds,-4.94,122.53,La Ode Husein
538,Kavaratti,IN,81.27,scattered clouds,10.57,72.64,Dharul Hudha
539,Iracoubo,GF,85.57,broken clouds,5.48,-53.2,Le Gîte d’Iracoubo
541,Hefei,CN,67.44,broken clouds,31.86,117.28,Jinhuan Hotel
542,Meadow Lake,US,69.49,few clouds,34.8,-106.54,TumbleWeed RV Park
543,Kihei,US,78.84,few clouds,20.78,-156.47,Maui Sunset
544,Cururupu,BR,82.11,overcast clouds,-1.83,-44.87,POUSADA TRAVÉS'CIA
545,Dwarka,IN,81.55,scattered clouds,22.24,68.97,Hotel Narayan Avezika Comfort
547,Muros,ES,71.02,overcast clouds,42.78,-9.06,Apartment Av. Castelao
549,Bloomingdale,US,84.11,overcast clouds,27.89,-82.24,Travel Club for Free
551,Honghu,CN,67.05,overcast clouds,29.82,113.46,文泉花园酒店
552,Mawlaik,MM,76.82,overcast clouds,23.63,94.42,AKZ Guest House
553,Ardee,IE,64.81,overcast clouds,53.86,-6.54,Woodview B&B
554,Panlaitan,PH,80.58,heavy intensity rain,12.12,119.85,SOUTH BEACH
557,Braganca,BR,87.6,overcast clouds,-1.05,-46.77,Marujo's Suíte Hotel
559,Abu Kamal,SY,93.83,clear sky,34.45,40.92,البوكمال
561,Makakilo City,US,77.32,broken clouds,21.35,-158.09,Marriott's Ko Olina Beach Club
562,Hobyo,SO,79.25,clear sky,5.35,48.53,Halane Hotel and Restaurent
564,Garmsar,IR,92.93,clear sky,35.22,52.34,مجتمع مرصاد
565,Binga,ZW,91.76,clear sky,-17.62,27.34,Lakeview Inn Binga
567,Atbasar,KZ,69.51,clear sky,51.8,68.33,Гостиничный Комплекс Saad
569,The Valley,AI,87.82,few clouds,18.22,-63.06,CeBlue Villas & Beach Resort
571,Goya,AR,61.36,overcast clouds,-29.14,-59.26,Apart Costanera Goya
572,Kamariotissa,GR,66.61,overcast clouds,40.48,25.47,Niki Beach
573,Ambulu,ID,75.76,broken clouds,-8.35,113.61,Hotel Ambulu Jember
574,Itapirapua,BR,98.35,few clouds,-15.82,-50.61,Hotel Nossa Senhora Aparecida
575,La Libertad,EC,71.26,overcast clouds,-2.23,-80.9,Playa Canela Hotel Boutique
576,Scarborough,GB,65.79,broken clouds,54.28,-0.4,The Grand Hotel Scarborough
579,Sungairaya,ID,78.64,light rain,0.7,108.9,Rumah Kuku Moimoi Shelly
581,Surab,PK,77.11,clear sky,28.49,66.26,Bismillah Hotel
582,Labuhan,ID,81.14,overcast clouds,-6.88,112.21,DoubleFAG
583,Iberia,US,81.05,clear sky,29.95,-91.75,back to back rv park
584,Gotsu,JP,61.57,overcast clouds,35.0,132.22,Yurusato
586,Quelimane,MZ,82.87,clear sky,-17.88,36.89,Hotel Flamingo
587,Hue,VN,78.91,broken clouds,16.47,107.6,Saigon Morin Hotel
588,Charters Towers,AU,70.43,overcast clouds,-20.1,146.27,Cattleman's Rest Motor Inn
589,Huron,US,78.24,broken clouds,41.15,-82.55,Meadow Brook Mobile Estates
590,Inirida,CO,79.52,overcast clouds,3.87,-67.92,Fuente del Guania Hotel de Lujo
591,Nago,JP,72.03,few clouds,26.59,127.98,Hotel Yugaf Inn Okinawa
593,Vila Franca Do Campo,PT,75.61,broken clouds,37.72,-25.43,Pestana Bahia Praia
594,Taltal,CL,62.2,clear sky,-25.4,-70.48,Residencial Karime
596,Goderich,CA,71.91,broken clouds,43.75,-81.72,Harmony Inn
597,Varhaug,NO,60.35,broken clouds,58.61,5.65,Jonas Bue
598,Shimoda,JP,66.11,overcast clouds,34.67,138.95,Shimoda Tokyu Hotel
599,Khambhat,IN,84.9,broken clouds,22.3,72.62,Anand
602,San Jose,US,62.74,broken clouds,37.34,-121.9,The Westin San Jose
603,Hervey Bay,AU,68.76,scattered clouds,-25.3,152.85,Shelly Bay Resort
604,Sinnamary,GF,85.42,broken clouds,5.38,-52.95,ALETHEIA Appartement Sinnamary
605,Kathmandu,NP,73.62,scattered clouds,27.72,85.32,Hotel Shanker Kathmandu
606,Batemans Bay,AU,62.1,moderate rain,-35.72,150.18,Batemans Bay Marina Resort
607,Hami,CN,76.23,clear sky,42.8,93.45,Laoyutang Resort
609,Agua Prieta,MX,69.37,broken clouds,31.3,-109.57,Hotel Real de Agua Prieta
610,Mogadishu,SO,79.47,scattered clouds,2.04,45.34,Hotel Juba
615,Salem,IN,83.34,broken clouds,11.65,78.17,YMCA PROGRAM CENTRE
616,Prerov,CZ,62.51,light rain,49.46,17.45,Hotel Fit
618,Carai,BR,79.07,overcast clouds,-17.19,-41.69,Pousada Caraíba
619,Rionegro,CO,62.98,scattered clouds,6.16,-75.37,Stunning home in Rionegro w/ 5 Bedrooms and WiFi
621,Rumonge,BI,86.13,broken clouds,-3.97,29.44,Iratiro Tours
623,Touros,BR,84.24,clear sky,-5.2,-35.46,INN NEW HORIZON
629,Sao Raimundo Das Mangabeiras,BR,96.71,clear sky,-7.02,-45.48,Hotel Tropical
630,Shakiso,ET,74.12,scattered clouds,5.75,38.92,DH international Hotel
633,Emilio Carranza,MX,77.31,broken clouds,19.97,-96.61,hotel delicias
634,Batavia,US,80.58,clear sky,41.85,-88.31,Comfort Inn & Suites Geneva- West Chicago
635,Qujing,CN,61.07,overcast clouds,25.48,103.78,Yulong Hotel
636,Ambilobe,MG,84.88,broken clouds,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
637,Sayyan,YE,73.38,overcast clouds,15.17,44.32,متنزه و بحيرة سيان
638,Damghan,IR,86.23,broken clouds,36.17,54.35,خوابگاه اساتيد دانشگاه دامغان
639,Guerrero Negro,MX,70.43,broken clouds,27.98,-114.06,"Casa Laguna, Bed & Breakfast"
640,Homestead,US,88.02,light intensity drizzle,25.47,-80.48,Best Western Gateway To The Keys
641,Sibu,MY,74.39,overcast clouds,2.3,111.82,RH HOTEL (4 Star)
642,Bressanone,IT,69.57,clear sky,46.72,11.66,Hotel Löwenhof
643,Navrongo,GH,85.55,overcast clouds,10.9,-1.09,Azakka Hotel
645,Xiamen,CN,81.25,few clouds,24.48,118.08,厦门马哥孛罗东方大酒店
646,Soyo,AO,76.82,overcast clouds,-6.13,12.37,Hospedaria ndozi'ame
647,Kinsale,IE,65.57,broken clouds,51.71,-8.53,Actons Hotel Kinsale
650,Banda Aceh,ID,80.11,overcast clouds,5.56,95.32,OYO 884 Rumoh PMI Hotel
651,Qui Nhon,VN,80.65,overcast clouds,13.77,109.23,Seagull Hotel
653,Huangpi,CN,64.6,overcast clouds,30.88,114.38,Xinxing Lidu Hotel
656,Mahenge,TZ,82.56,few clouds,-8.68,36.72,Mahenge ulanga
657,Punta Umbria,ES,78.24,scattered clouds,37.18,-6.97,Barceló Punta Umbría Beach Resort
658,Macherla,IN,81.7,overcast clouds,16.48,79.43,Krithik sheep and berasa kolla farm
659,Da Lat,VN,62.28,moderate rain,11.95,108.44,YK Home Villa Dalat
660,Batouri,CM,84.33,scattered clouds,4.43,14.37,Evêché Guest Houst
661,Guangshui,CN,62.78,overcast clouds,31.62,114.0,广水市雅瑞假日生态园
663,Boddam,GB,68.49,overcast clouds,57.47,-1.78,Palace Hotel
664,Marienburg,PL,60.85,overcast clouds,54.04,19.03,Hotel Centrum Malbork
667,Gobindpur,IN,78.66,broken clouds,22.63,86.07,Thakur Hotel
668,Natal,BR,86.65,broken clouds,-5.8,-35.21,Villa Park Hotel | Natal
671,Ixtapa,MX,77.23,overcast clouds,20.7,-105.2,hotel la terminal
672,Neiafu,TO,77.68,scattered clouds,-18.65,-173.98,Mystic Sands Beachfront Accommodation
673,Pipar,IN,89.38,scattered clouds,26.39,73.54,मा अम्बे ज्वेलर्स
674,Inhambane,MZ,77.52,overcast clouds,-23.86,35.38,Oceano
677,Concordia,AR,60.87,broken clouds,-31.39,-58.02,Palmar Hotel Casino
678,U Thong,TH,77.22,broken clouds,14.38,99.89,บ้านปิ่นสุข อู่ทอง ห้องพักรายเดือน
