City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
200,Marystown,CA,47.17,-55.15,58.86,100,100,8.01,overcast clouds
201,Iwanai,JP,42.97,140.51,45.37,77,0,5.82,clear sky
202,Talcahuano,CL,-36.72,-73.12,51.48,62,40,3.44,scattered clouds
203,Lasa,IT,46.62,10.7,65.28,71,9,1.88,clear sky
204,Tabou,CI,4.42,-7.35,79.12,76,28,9.6,scattered clouds
205,Concordia,AR,-31.39,-58.02,64.47,72,75,11.5,broken clouds
206,Ilulissat,GL,69.22,-51.1,39.22,70,40,8.05,scattered clouds
207,Coffs Harbour,AU,-30.3,153.13,64.36,88,75,18.41,light intensity shower rain
208,Baracoa,CU,20.35,-74.5,88.07,65,81,7.49,broken clouds
209,Potam,MX,27.6,-110.38,87.89,61,19,2.17,few clouds
210,Naze,JP,28.37,129.48,76.12,85,89,17.22,light rain
211,Bratsk,RU,56.13,101.61,28.89,80,93,3.69,overcast clouds
212,Hervey Bay,AU,-25.3,152.85,68.34,81,51,9.42,broken clouds
213,Ostrovnoy,RU,68.05,39.51,40.51,78,100,10.65,overcast clouds
214,Lodja,CD,-3.48,23.43,73.51,90,66,4.59,light rain
215,Loubomo,CG,-4.2,12.67,77.92,67,92,8.39,overcast clouds
216,Athabasca,CA,54.72,-113.29,48.61,39,63,11.36,broken clouds
217,Kysyl-Syr,RU,63.9,122.76,26.37,86,60,8.28,broken clouds
218,Rio Branco Do Sul,BR,-25.19,-49.31,60.22,99,100,2.71,light rain
219,Itaituba,BR,-4.28,-55.98,96.96,52,20,11.5,few clouds
220,Georgetown,MY,5.41,100.34,82.33,86,20,3.44,few clouds
221,Ayorou,NE,14.73,0.92,93.47,39,56,5.3,broken clouds
222,Porto Novo,BJ,6.5,2.6,80.42,76,95,7.61,light rain
223,Seoul,KR,37.57,126.98,63.84,84,0,8.05,clear sky
224,Upernavik,GL,72.79,-56.15,34.02,70,81,8.14,broken clouds
225,Mozelos,PT,41.87,-8.4,83.88,48,0,4.88,clear sky
226,Pyay,MM,18.82,95.22,75.9,93,100,2.75,overcast clouds
227,Tucupita,VE,9.06,-62.05,85.78,68,100,4.09,overcast clouds
228,Kamina,CD,-8.74,24.99,74.39,62,84,3.8,light rain
229,Pevek,RU,69.7,170.31,35.11,75,58,12.03,broken clouds
230,Ust-Nera,RU,64.57,143.2,24.01,96,100,5.21,overcast clouds
231,Alice Springs,AU,-23.7,133.88,49.55,57,2,0.0,clear sky
232,Chumikan,RU,54.72,135.32,45.0,84,100,14.27,overcast clouds
233,Longyearbyen,SJ,78.22,15.64,35.44,69,75,33.38,broken clouds
234,Biak,ID,-0.91,122.88,75.58,84,68,4.88,broken clouds
235,Bathsheba,BB,13.22,-59.52,86.61,70,40,26.46,scattered clouds
236,Yeniseysk,RU,58.45,92.17,42.58,84,100,7.78,overcast clouds
237,Sulangan,PH,11.14,123.72,83.86,73,97,9.37,overcast clouds
238,Kommunisticheskiy,RU,61.68,64.48,51.53,79,36,10.89,light rain
239,Gat,IL,31.61,34.76,79.48,100,0,8.72,clear sky
240,Antalaha,MG,-14.9,50.28,69.46,94,89,8.43,light rain
241,Bambous Virieux,MU,-20.34,57.76,72.21,83,40,8.05,scattered clouds
242,Carmen,MX,18.63,-91.83,82.29,72,22,1.97,few clouds
243,Byron Bay,AU,-28.65,153.62,63.95,86,95,14.63,light rain
244,Olinda,BR,-8.01,-34.86,82.13,65,20,10.36,few clouds
245,Coahuayana,MX,18.73,-103.68,81.57,74,99,2.55,overcast clouds
246,Svelgen,NO,61.77,5.3,57.45,78,99,11.3,overcast clouds
247,Cap-Aux-Meules,CA,47.38,-61.86,59.05,94,100,21.85,light rain
248,Manokwari,ID,-0.87,134.08,77.92,76,99,3.33,overcast clouds
249,Beckley,US,37.78,-81.19,79.21,47,0,4.61,clear sky
250,Rodeo,US,38.03,-122.27,66.27,81,100,8.05,overcast clouds
251,Aklavik,CA,68.22,-135.01,40.1,86,100,3.98,overcast clouds
252,Carutapera,BR,-1.2,-46.02,87.21,55,66,10.71,broken clouds
253,Clyde River,CA,70.47,-68.59,30.43,80,75,14.97,broken clouds
254,Erenhot,CN,43.65,111.98,53.2,49,70,13.76,broken clouds
255,Severo-Kurilsk,RU,50.68,156.12,48.36,78,53,15.32,broken clouds
256,Mildura,AU,-34.2,142.15,57.16,100,100,6.91,overcast clouds
257,Krasnovishersk,RU,60.41,57.08,50.65,88,100,5.59,overcast clouds
258,Hofn,IS,64.25,-15.21,51.82,87,75,4.61,broken clouds
259,Diamantino,BR,-14.41,-56.45,103.14,21,72,8.3,broken clouds
260,Oxford,GB,51.75,-1.26,68.16,50,0,6.91,clear sky
261,Otane,NZ,-39.88,176.63,50.02,98,96,3.44,overcast clouds
262,Ruteng,ID,-8.61,120.47,62.37,95,64,2.89,broken clouds
263,Tambo,PE,-14.8,-73.92,55.33,10,97,12.75,overcast clouds
264,Avarua,CK,-21.21,-159.78,73.45,78,40,11.5,scattered clouds
265,Cabo San Lucas,MX,22.89,-109.91,86.61,86,71,1.01,broken clouds
266,Fano,IT,43.82,13.01,66.78,53,1,8.32,clear sky
267,Muros,ES,42.78,-9.06,83.16,73,15,0.6,few clouds
268,Sao Joao Da Barra,BR,-21.64,-41.05,80.69,70,69,13.18,broken clouds
269,Bayir,TR,37.27,28.22,70.32,44,0,6.17,clear sky
270,Baruun-Urt,MN,46.68,113.28,40.12,59,35,9.93,scattered clouds
271,Wabrzezno,PL,53.28,18.95,56.07,70,79,10.96,broken clouds
272,Nongan,CN,44.38,125.17,58.14,61,100,20.31,overcast clouds
273,Pacifica,US,37.61,-122.49,66.22,90,75,3.44,broken clouds
274,Chaupal,IN,30.95,77.58,55.65,85,22,3.27,few clouds
275,Lompoc,US,34.64,-120.46,72.57,84,20,8.05,few clouds
276,Broken Hill,AU,-31.95,141.43,53.85,93,100,15.77,overcast clouds
277,Tigil,RU,57.8,158.67,42.3,71,76,26.02,broken clouds
