City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
530,Richards Bay,ZA,61.65,overcast clouds,-28.78,32.04,BON Hotel Waterfront Richards Bay
532,Kavaratti,IN,80.87,scattered clouds,10.57,72.64,Dharul Hudha
533,Tigzirt,DZ,78.13,broken clouds,36.89,4.12,Bloc D tazoumbirt (amar)
535,Manado,ID,75.97,few clouds,1.49,124.85,Aryaduta Hotel
536,Buala,SB,75.96,overcast clouds,-8.14,159.59,Maringe Lagoon Lodge
541,Vao,NC,71.67,overcast clouds,-22.67,167.48,Hotel Kou-Bugny
542,Podor,MR,98.55,overcast clouds,16.65,-14.96,Auberge Du Tékrour
543,Sudak,UA,62.73,scattered clouds,44.85,34.97,Solari Beach
545,Lincoln,US,74.14,clear sky,40.8,-96.67,Courtyard by Marriott Lincoln Downtown/Haymarket
547,Chongqing,CN,72.23,overcast clouds,29.56,106.55,Somerset Jiefangbei Chongqing Hotel
551,Artemisa,CU,86.88,clear sky,22.81,-82.76,Renta De Habitaciones Los Crespo
552,Maicao,CO,89.74,scattered clouds,11.38,-72.24,Hotel Fronterita
553,Xai-Xai,MZ,68.18,light rain,-25.05,33.64,Platinum Hotel
554,Laguna,US,67.01,overcast clouds,38.42,-121.42,"Holiday Inn Express & Suites Elk Grove Central - Hwy 99, an IHG Hotel"
555,Nakhon Si Thammarat,TH,78.8,overcast clouds,8.25,100.0,ร้านไอซ์โมสีshop
556,Cuajinicuilapa,MX,83.32,broken clouds,16.47,-98.42,Pozo S. XVI
558,Elliot Lake,CA,65.98,overcast clouds,46.38,-82.63,Paris Plaza
559,Dolores,AR,61.3,light rain,-36.31,-57.68,Apart Hotel - Arianos
561,Magadi,IN,71.76,broken clouds,12.97,77.23,SIRAJ HOTEL
563,Bowen,AU,73.18,scattered clouds,-20.02,148.23,Castle Motor Lodge Motel
564,Macia,MZ,64.18,overcast clouds,-25.03,33.1,Hotel Taskin Macia
567,Puerto Ayacucho,VE,87.13,broken clouds,5.66,-67.62,Posada Turistica Manapiare
569,Port Said,EG,80.58,clear sky,31.26,32.28,Aracan Hotel
572,Piriyapatna,IN,65.93,scattered clouds,12.34,76.1,Dhanraj Residency
575,Inhambane,MZ,75.0,few clouds,-23.86,35.38,Oceano
579,Naliya,IN,81.1,clear sky,23.27,68.83,jadeja jayendrasinh
580,Corinto,GR,72.9,broken clouds,37.94,22.96,Ephira Hotel
583,Escondido,US,75.97,scattered clouds,33.12,-117.09,Best Western Escondido Hotel
584,Alyangula,AU,76.37,clear sky,-13.85,136.42,Groote Eylandt Lodge
586,Worthing,GB,65.89,few clouds,50.81,-0.37,The Chatsworth Hotel
587,Tamworth,GB,66.49,broken clouds,52.63,-1.7,Drayton Manor Hotel
588,Mangan,IN,72.82,scattered clouds,27.52,88.53,Hotel Mout View
591,Ubatuba,BR,69.1,overcast clouds,-23.43,-45.07,Hotel Pousada Dellamares
592,Lima,PE,69.91,overcast clouds,-12.04,-77.03,Gran Hotel Bolivar Lima
594,Kununurra,AU,82.38,few clouds,-15.77,128.73,Hotel Kununurra
595,Knysna,ZA,60.94,overcast clouds,-34.04,23.05,Protea by Marriott Hotel Knysna Quays
596,Acucena,BR,79.32,overcast clouds,-19.07,-42.55,Hotel e Restaurante Açucena
599,Almeirim,BR,96.98,few clouds,-1.52,-52.58,Almeirim
600,Kota Belud,MY,76.48,overcast clouds,6.35,116.43,Tang Dynasty Lodge Kota Belud
601,Viransehir,TR,80.6,clear sky,37.24,39.76,Viranşehir Öğretmenevi
604,Abu Dhabi,AE,95.11,clear sky,24.47,54.37,Beach Rotana
607,Celestun,MX,85.19,clear sky,20.87,-90.4,Posada Lilia
608,Maryville,US,89.19,clear sky,35.76,-83.97,"Holiday Inn Express & Suites Alcoa (Knoxville Airport), an IHG Hotel"
609,Atasu,KZ,65.48,clear sky,48.68,71.64,Dostyk
610,Pitimbu,BR,84.79,few clouds,-7.47,-34.81,Reserva do Abiaí
611,Noumea,NC,64.38,broken clouds,-22.28,166.46,Hôtel Le Lagon
613,Acapulco,MX,80.94,overcast clouds,16.86,-99.89,HS Hotsson Smart Acapulco
614,Dona Ines,BR,79.95,broken clouds,-6.62,-35.63,Balneário dona Inês
615,Pacific Grove,US,64.87,overcast clouds,36.62,-121.92,Lovers Point Inn
616,Botelhos,BR,82.89,broken clouds,-21.63,-46.4,Hotel Prata de Minas
618,Prestea,GH,80.13,light rain,5.43,-2.14,Garden Hill Hotel
619,Zorritos,PE,77.29,overcast clouds,-3.68,-80.68,Hotel Pinamar
620,Vung Tau,VN,80.65,overcast clouds,10.35,107.08,Seaside Resort
622,Mwinilunga,ZM,75.85,broken clouds,-11.74,24.43,Kwakuwahi Lodge
624,Palaikastron,GR,73.31,clear sky,35.2,26.25,Marina Village
625,Meulaboh,ID,74.57,light rain,4.14,96.13,Kost Pria
626,Lubao,PH,80.31,light rain,14.92,120.55,Hacienda Gracia
628,Nieuw Amsterdam,SR,92.01,scattered clouds,5.88,-55.08,Hotel Stardust
629,Tucurui,BR,101.5,broken clouds,-3.77,-49.67,BBB Rooms Centro Tucurui PA
631,Buluang,PH,77.36,moderate rain,13.31,123.34,Sacueza Beach Resort
632,Portland,US,65.95,broken clouds,45.52,-122.68,The Bidwell Marriott Portland
633,Nzerekore,GN,74.16,moderate rain,7.76,-8.82,Hotel de la Gare & Germanho Club
634,Zhangye,CN,60.71,clear sky,38.93,100.45,Zhangye Lvzhou Holiday Inn
636,Sao Domingos,BR,91.26,broken clouds,-13.4,-46.32,Hotel e Restaurante Uirapuru (Márcio uirapuru )Em São Domingos -Go
638,Mackay,AU,72.01,broken clouds,-21.15,149.2,International Lodge Motel
639,George Town,MY,82.33,few clouds,5.41,100.34,Cititel Penang
640,Jiexiu,CN,62.01,clear sky,37.02,111.91,IU Hotel Jinzhong Yuhua Road
641,Abancay,PE,76.24,broken clouds,-13.63,-72.88,Siball Hotel
642,Djibo,BF,86.43,broken clouds,14.1,-1.63,Centre Des Ressources DPENA
643,Karpathos,GR,75.16,clear sky,35.51,27.21,Alex
644,Moyale,KE,78.46,broken clouds,3.52,39.06,Latahzan guest house
645,Ravar,IR,80.19,clear sky,31.27,56.81,computertik
646,Lufilufi,WS,76.78,light rain,-13.87,-171.6,Leuaina Beach Resort and Spa
648,Lille,FR,66.7,clear sky,50.63,3.06,Couvent des Minimes de Lille
650,Exeter,GB,65.86,few clouds,50.72,-3.53,Premier Inn Exeter (Countess Wear) hotel
651,Nurota,UZ,75.34,clear sky,40.56,65.69,Guest House Ruslan Nurata & Tours
652,Cervo,ES,68.97,clear sky,43.67,-7.41,Hotel Spa Galatea
653,Killybegs,IE,60.51,overcast clouds,54.63,-8.45,Tara Hotel
654,Jimo,CN,64.18,clear sky,36.39,120.46,Thank Inn Chain Hotel Shandong Jimo Bus Station
658,Ubinskoye,RU,60.6,broken clouds,55.31,79.68,Gostinitsa Siberia
659,Singaparna,ID,71.73,overcast clouds,-7.35,108.11,D'yusril house
662,Kontagora,NG,78.19,overcast clouds,10.4,5.47,Queens Guest Inn
665,Greece,US,83.39,scattered clouds,43.21,-77.69,"Homewood Suites by Hilton Rochester/Greece, NY"
666,Port Blair,IN,78.84,mist,11.67,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
667,Caibarien,CU,86.09,scattered clouds,22.52,-79.47,La Nena
668,Marsa Matruh,EG,80.8,clear sky,31.35,27.25,Beau Site
670,Ballina,AU,64.02,light rain,-28.87,153.57,Ramada Hotel & Suites by Wyndham Ballina Byron
671,Iquique,CL,62.64,clear sky,-20.22,-70.14,Backpacker`s Hostel Iquique
672,Shache,CN,71.87,overcast clouds,38.42,77.24,Delong Hotel
673,Iralaya,HN,86.59,broken clouds,15.0,-83.23,Iglesia morava renovada
674,Sumbe,AO,72.59,few clouds,-11.21,13.84,Hotel Ritz Sumbe
675,Durant,US,98.49,clear sky,33.99,-96.37,"Holiday Inn Express & Suites Durant, an IHG Hotel"
676,Xuddur,SO,82.92,broken clouds,4.12,43.89,Banjanay Hotel
677,Gazanjyk,TM,82.06,clear sky,39.24,55.52,Railway motel
678,Berbera,SO,92.52,few clouds,10.44,45.01,Damal Hotel
679,Santa Cruz,BO,80.06,broken clouds,-17.8,-63.17,Hotel California
682,Mweka,CD,74.57,overcast clouds,-4.85,21.57,Guest House Boshab
683,La Seyne-Sur-Mer,FR,75.52,broken clouds,43.1,5.88,Zenitude Hôtel-Résidences Toulon Six Fours
686,Ramgarh,IN,80.65,scattered clouds,23.63,85.52,HOTEL TREAT RESIDENCY
689,Ceyhan,TR,80.94,clear sky,37.02,35.82,Ilbeyli Kiz Ogrenci Yurdu
690,Le Pradet,FR,74.61,clear sky,43.11,6.02,Hôtel Kyriad Toulon La Garde
693,Cermik,TR,78.26,few clouds,38.14,39.45,Çermik Öğretmen Evi
694,Tinglev,DK,61.0,broken clouds,54.93,9.25,Bredsgaard / Allan
695,Mahibadhoo,MV,81.9,few clouds,3.78,72.97,Omadhoo Inn
696,Najran,SA,90.25,clear sky,17.49,44.13,محمد هادي ال فطيح
697,Mizdah,LY,86.22,scattered clouds,31.45,12.98,محمدالمبروك الاريقط
698,Sabanagrande,CO,87.89,few clouds,10.79,-74.76,Malecón Ecoturistico Sabanagrande
699,Barranco,PA,86.92,broken clouds,9.52,-82.7,Casa doña Delfina Jiménez
701,Mocuba,MZ,80.1,clear sky,-16.84,36.99,Phama Lodge
702,Akhmim,EG,91.6,clear sky,26.56,31.74,برج الماسة السكني
703,Genk,BE,61.72,scattered clouds,50.96,5.5,Carbon Hotel - Different Hotels
704,Red Bluff,US,65.86,overcast clouds,40.18,-122.24,Hampton Inn & Suites Red Bluff
705,Bonoua,CI,80.22,scattered clouds,5.27,-3.6,Hotel Bon Samaritian
706,Lingao,CN,78.17,overcast clouds,19.91,109.69,Lingao Ditai Inn
707,Gazli,UZ,81.25,clear sky,40.13,63.45,UTG Uy-joy kommunal xoʻjaligi
708,Tangzhai,CN,61.61,few clouds,34.43,116.59,Huilong Business Hotel
710,Tura,IN,73.94,overcast clouds,25.52,90.22,Hotel RIKMAN Continental
711,Shimoda,JP,65.1,overcast clouds,34.67,138.95,Shimoda Tokyu Hotel
715,Anderson,US,91.15,clear sky,34.53,-82.65,The Bleckley Inn
716,Springbok,ZA,61.16,broken clouds,-29.66,17.89,Undulata Country Lodge
